rcid,session,vote,ccode,Country,CABB
5270,68,1,373,Azerbaijan,AZE
5270,68,1,372,Georgia,GRG
5270,68,1,375,Finland,FIN
5270,68,1,820,Malaysia,MAL
5270,68,1,290,Poland,POL
5270,68,1,591,Seychelles,SEY
5270,68,2,590,Mauritius,MAS
5270,68,1,704,Uzbekistan,UZB
5270,68,1,705,Kazakhstan,KZK
5270,68,1,310,Hungary,HUN
5270,68,1,317,Slovakia,SLO
5270,68,1,316,Czech Republic,CZR
5270,68,1,702,Tajikistan,TAJ
5270,68,1,703,Kyrgyzstan,KYR
5270,68,1,115,Suriname,SUR
5270,68,1,390,Denmark,DEN
5270,68,1,110,Guyana,GUY
5270,68,1,395,Iceland,ICE
5270,68,1,771,Bangladesh,BNG
5270,68,1,80,Belize,BLZ
5270,68,1,830,Singapore,SIN
5270,68,1,790,Nepal,NEP
5270,68,1,520,Somalia,SOM
5270,68,1,368,Lithuania,LIT
5270,68,1,369,Ukraine,UKR
5270,68,1,366,Estonia,EST
5270,68,1,367,Latvia,LAT
5270,68,2,365,Russian Federation,RUS
5270,68,1,910,Papua New Guinea,PNG
5270,68,1,360,Romania,ROM
5270,68,1,580,Madagascar,MAG
5270,68,8,581,Comoros,COM
5270,68,1,305,Austria,AUS
5270,68,1,380,Sweden,SWD
5270,68,1,920,New Zealand,NEW
5270,68,1,385,Norway,NOR
5270,68,1,95,Panama,PAN
5270,68,1,696,United Arab Emirates,UAE
5270,68,1,100,Colombia,COL
5270,68,1,101,Venezuela,VEN
5270,68,1,900,Australia,AUL
5270,68,1,780,Sri Lanka,SRI
5270,68,1,781,Maldives,MAD
5270,68,1,840,Philippines,PHI
5270,68,1,31,Bahamas,BHM
5270,68,1,955,Tonga,TON
5270,68,1,640,Turkey,TUR
5270,68,1,645,Iraq,IRQ
5270,68,1,438,Guinea,GUI
5270,68,1,439,Burkina Faso,BFO
5270,68,1,436,Niger,NIR
5270,68,1,437,Cote d'Ivoire,CDI
5270,68,1,434,Benin,BEN
5270,68,1,435,Mauritania,MAA
5270,68,1,432,Mali,MLI
5270,68,1,433,Senegal,SEN
5270,68,1,517,Rwanda,RWA
5270,68,1,516,Burundi,BUI
5270,68,1,620,Libya,LIB
5270,68,1,339,Albania,ALB
5270,68,1,338,Malta,MLT
5270,68,1,625,Sudan,SUD
5270,68,1,450,Liberia,LBR
5270,68,1,451,Sierra Leone,SIE
5270,68,1,452,Ghana,GHA
5270,68,1,570,Lesotho,LES
5270,68,1,331,San Marino,SNM
5270,68,1,60,St. Kitts and Nevis,SKN
5270,68,1,541,Mozambique,MZM
5270,68,1,850,Indonesia,INS
5270,68,1,970,Nauru,NAU
5270,68,1,540,Angola,ANG
5270,68,3,731,North Korea,PRK
5270,68,1,2,United States of America,USA
5270,68,2,652,Syria,SYR
5270,68,2,651,Egypt,EGY
5270,68,2,500,Uganda,UGA
5270,68,1,402,Cape Verde,CAP
5270,68,2,630,Iran,IRN
5270,68,1,510,Tanzania,TAZ
5270,68,2,750,India,IND
5270,68,1,560,South Africa,SAF
5270,68,1,700,Afghanistan,AFG
5270,68,1,461,Togo,TOG
5270,68,1,565,Namibia,NAM
5270,68,1,701,Turkmenistan,TKM
5270,68,1,987,"Micronesia, Federated States of",FSM
5270,68,1,91,Honduras,HON
5270,68,1,165,Uruguay,URU
5270,68,1,225,Switzerland,SWZ
5270,68,1,92,El Salvador,SAL
5270,68,1,223,Liechtenstein,LIE
5270,68,1,94,Costa Rica,COS
5270,68,1,221,Monaco,MNC
5270,68,1,220,France,FRN
5270,68,1,860,East Timor,ETM
5270,68,8,935,Vanuatu,VAN
5270,68,1,947,Tuvalu,TUV
5270,68,1,501,Kenya,KEN
5270,68,1,740,Japan,JPN
5270,68,1,150,Paraguay,PAR
5270,68,1,155,Chile,CHL
5270,68,1,600,Morocco,MOR
5270,68,1,551,Zambia,ZAM
5270,68,1,553,Malawi,MAW
5270,68,2,552,Zimbabwe,ZIM
5270,68,1,235,Portugal,POR
5270,68,1,230,Spain,SPN
5270,68,1,232,Andorra,AND
5270,68,1,990,Samoa,WSM
5270,68,1,950,Fiji,FIJ
5270,68,1,42,Dominican Republic,DOM
5270,68,8,40,Cuba,CUB
5270,68,8,41,Haiti,HAI
5270,68,1,325,Italy,ITA
5270,68,2,775,Myanmar,MYA
5270,68,1,200,United Kingdom,UKG
5270,68,1,145,Bolivia,BOL
5270,68,1,205,Ireland,IRE
5270,68,2,770,Pakistan,PAK
5270,68,2,140,Brazil,BRA
5270,68,1,475,Nigeria,NIG
5270,68,1,616,Tunisia,TUN
5270,68,1,615,Algeria,ALG
5270,68,1,70,Mexico,MEX
5270,68,1,484,Congo,CON
5270,68,8,483,Chad,CHA
5270,68,8,482,Central African Republic,CEN
5270,68,1,481,Gabon,GAB
5270,68,1,946,Kiribati,KIR
5270,68,1,732,South Korea,ROK
5270,68,1,835,Brunei Darussalam,BRU
5270,68,1,940,Solomon Islands,SOL
5270,68,1,355,Bulgaria,BUL
5270,68,1,471,Cameroon,CAO
5270,68,1,352,Cyprus,CYP
5270,68,1,350,Greece,GRC
5270,68,1,800,Thailand,THI
5270,68,1,572,Swaziland,SWA
5270,68,1,359,Moldova,MLD
5271,68,1,212,Luxembourg,LUX
5271,68,1,210,Netherlands,NTH
5271,68,1,211,Belgium,BEL
5271,68,1,983,Marshall Islands,MSI
5271,68,1,666,Israel,ISR
5271,68,2,760,Bhutan,BHU
5271,68,1,663,Jordan,JOR
5271,68,1,660,Lebanon,LEB
5271,68,1,130,Ecuador,ECU
5271,68,1,135,Peru,PER
5271,68,1,90,Guatemala,GUA
5271,68,1,571,Botswana,BOT
5271,68,1,490,Democratic Republic of the Congo,DRC
5271,68,1,93,Nicaragua,NIC
5271,68,8,626,South Sudan,SSD
5271,68,1,692,Bahrain,BAH
5271,68,1,690,Kuwait,KUW
5271,68,1,20,Canada,CAN
5271,68,1,694,Qatar,QAT
5271,68,1,160,Argentina,ARG
5271,68,1,698,Oman,OMA
5271,68,1,344,Croatia,CRO
5271,68,1,345,Serbia,YUG
5271,68,1,346,Bosnia and Herzegovina,BOS
5271,68,1,404,Guinea-Bissau,GNB
5271,68,1,403,Sao Tome and Principe,STP
5271,68,1,341,Montenegro,MNG
5271,68,1,343,Macedonia,MAC
5271,68,1,811,Cambodia,CAM
5271,68,1,812,Laos,LAO
5271,68,1,349,Slovenia,SLV
5271,68,1,816,Viet Nam,DRV
5271,68,1,678,Yemen,YEM
5271,68,1,522,Djibouti,DJI
5271,68,1,670,Saudi Arabia,SAU
5271,68,1,712,Mongolia,MON
5271,68,1,710,China,CHN
5271,68,1,260,Germany,GMY
5271,68,1,420,Gambia,GAM
5271,68,1,986,Palau,PAL
5271,68,1,58,Antigua & Barbuda,AAB
5271,68,1,55,Grenada,GRN
5271,68,8,54,Dominica,DMA
5271,68,1,57,St. Vincent and the Grenadines,SVG
5271,68,1,56,St. Lucia,SLU
5271,68,1,51,Jamaica,JAM
5271,68,1,53,Barbados,BAR
5271,68,1,52,Trinidad and Tobago,TRI
5271,68,8,411,Equatorial Guinea,EQG
5271,68,1,531,Eritrea,ERI
5271,68,1,530,Ethiopia (new),ETH
5271,68,1,371,Armenia,ARM
5271,68,1,370,Belarus,BLR
5271,68,1,373,Azerbaijan,AZE
5271,68,1,372,Georgia,GRG
5271,68,1,375,Finland,FIN
5271,68,1,820,Malaysia,MAL
5271,68,1,290,Poland,POL
5271,68,1,591,Seychelles,SEY
5271,68,1,590,Mauritius,MAS
5271,68,1,704,Uzbekistan,UZB
5271,68,1,705,Kazakhstan,KZK
5271,68,1,310,Hungary,HUN
5271,68,1,317,Slovakia,SLO
5271,68,1,316,Czech Republic,CZR
5271,68,1,702,Tajikistan,TAJ
5271,68,1,703,Kyrgyzstan,KYR
5271,68,1,115,Suriname,SUR
5271,68,1,390,Denmark,DEN
5271,68,1,110,Guyana,GUY
5271,68,1,395,Iceland,ICE
5271,68,1,771,Bangladesh,BNG
5271,68,1,80,Belize,BLZ
5271,68,1,830,Singapore,SIN
5271,68,1,790,Nepal,NEP
5271,68,1,520,Somalia,SOM
5271,68,1,368,Lithuania,LIT
5271,68,1,369,Ukraine,UKR
5271,68,1,366,Estonia,EST
5271,68,1,367,Latvia,LAT
5271,68,2,365,Russian Federation,RUS
5271,68,1,910,Papua New Guinea,PNG
5271,68,1,360,Romania,ROM
5271,68,1,580,Madagascar,MAG
5271,68,8,581,Comoros,COM
5271,68,1,305,Austria,AUS
5271,68,1,380,Sweden,SWD
5271,68,1,920,New Zealand,NEW
5271,68,1,385,Norway,NOR
5271,68,1,95,Panama,PAN
5271,68,1,696,United Arab Emirates,UAE
5271,68,1,100,Colombia,COL
5271,68,1,101,Venezuela,VEN
5271,68,1,900,Australia,AUL
5271,68,1,780,Sri Lanka,SRI
5271,68,1,781,Maldives,MAD
5271,68,1,840,Philippines,PHI
5271,68,1,31,Bahamas,BHM
5271,68,1,955,Tonga,TON
5271,68,1,640,Turkey,TUR
5271,68,1,645,Iraq,IRQ
5271,68,1,438,Guinea,GUI
5271,68,1,439,Burkina Faso,BFO
5271,68,1,436,Niger,NIR
5271,68,1,437,Cote d'Ivoire,CDI
5271,68,1,434,Benin,BEN
5271,68,1,435,Mauritania,MAA
5271,68,1,432,Mali,MLI
5271,68,1,433,Senegal,SEN
5271,68,1,517,Rwanda,RWA
5271,68,1,516,Burundi,BUI
5271,68,1,620,Libya,LIB
5271,68,1,339,Albania,ALB
5271,68,1,338,Malta,MLT
5271,68,1,625,Sudan,SUD
5271,68,1,450,Liberia,LBR
5271,68,1,451,Sierra Leone,SIE
5271,68,1,452,Ghana,GHA
5271,68,1,570,Lesotho,LES
5271,68,1,331,San Marino,SNM
5271,68,1,60,St. Kitts and Nevis,SKN
5271,68,1,541,Mozambique,MZM
5271,68,1,850,Indonesia,INS
5271,68,1,970,Nauru,NAU
5271,68,1,540,Angola,ANG
5271,68,1,731,North Korea,PRK
5271,68,1,2,United States of America,USA
5271,68,1,652,Syria,SYR
5271,68,1,651,Egypt,EGY
5271,68,1,500,Uganda,UGA
5271,68,1,402,Cape Verde,CAP
5271,68,1,630,Iran,IRN
5271,68,1,510,Tanzania,TAZ
5271,68,3,750,India,IND
5271,68,1,560,South Africa,SAF
5271,68,1,700,Afghanistan,AFG
5271,68,1,461,Togo,TOG
5271,68,1,565,Namibia,NAM
5271,68,1,701,Turkmenistan,TKM
5271,68,1,987,"Micronesia, Federated States of",FSM
5271,68,1,91,Honduras,HON
5271,68,1,165,Uruguay,URU
5271,68,1,225,Switzerland,SWZ
5271,68,1,92,El Salvador,SAL
5271,68,1,223,Liechtenstein,LIE
5271,68,1,94,Costa Rica,COS
5271,68,1,221,Monaco,MNC
5271,68,1,220,France,FRN
5271,68,1,860,East Timor,ETM
5271,68,8,935,Vanuatu,VAN
5271,68,1,947,Tuvalu,TUV
5271,68,1,501,Kenya,KEN
5271,68,1,740,Japan,JPN
5271,68,1,150,Paraguay,PAR
5271,68,1,155,Chile,CHL
5271,68,1,600,Morocco,MOR
5271,68,1,551,Zambia,ZAM
5271,68,1,553,Malawi,MAW
5271,68,1,552,Zimbabwe,ZIM
5271,68,1,235,Portugal,POR
5271,68,1,230,Spain,SPN
5271,68,1,232,Andorra,AND
5271,68,1,990,Samoa,WSM
5271,68,1,950,Fiji,FIJ
5271,68,1,42,Dominican Republic,DOM
5271,68,1,40,Cuba,CUB
5271,68,8,41,Haiti,HAI
5271,68,1,325,Italy,ITA
5271,68,1,775,Myanmar,MYA
5271,68,1,200,United Kingdom,UKG
5271,68,1,145,Bolivia,BOL
5271,68,1,205,Ireland,IRE
5271,68,1,770,Pakistan,PAK
5271,68,1,140,Brazil,BRA
5271,68,1,475,Nigeria,NIG
5271,68,1,616,Tunisia,TUN
5271,68,1,615,Algeria,ALG
5271,68,1,70,Mexico,MEX
5271,68,1,484,Congo,CON
5271,68,8,483,Chad,CHA
5271,68,8,482,Central African Republic,CEN
5271,68,1,481,Gabon,GAB
5271,68,1,946,Kiribati,KIR
5271,68,1,732,South Korea,ROK
5271,68,1,835,Brunei Darussalam,BRU
5271,68,1,940,Solomon Islands,SOL
5271,68,1,355,Bulgaria,BUL
5271,68,1,471,Cameroon,CAO
5271,68,1,352,Cyprus,CYP
5271,68,1,350,Greece,GRC
5271,68,1,800,Thailand,THI
5271,68,1,572,Swaziland,SWA
5271,68,1,359,Moldova,MLD
5272,68,3,212,Luxembourg,LUX
5272,68,3,210,Netherlands,NTH
5272,68,3,211,Belgium,BEL
5272,68,1,983,Marshall Islands,MSI
5272,68,3,666,Israel,ISR
5272,68,1,760,Bhutan,BHU
5272,68,1,663,Jordan,JOR
5272,68,1,660,Lebanon,LEB
5272,68,1,130,Ecuador,ECU
5272,68,1,135,Peru,PER
5272,68,1,90,Guatemala,GUA
5272,68,1,571,Botswana,BOT
5272,68,1,490,Democratic Republic of the Congo,DRC
5272,68,1,93,Nicaragua,NIC
5272,68,8,626,South Sudan,SSD
5272,68,1,692,Bahrain,BAH
5272,68,1,690,Kuwait,KUW
5272,68,1,20,Canada,CAN
5272,68,1,694,Qatar,QAT
5272,68,1,160,Argentina,ARG
5272,68,1,698,Oman,OMA
5272,68,3,344,Croatia,CRO
5272,68,2,345,Serbia,YUG
5272,68,3,346,Bosnia and Herzegovina,BOS
5272,68,1,404,Guinea-Bissau,GNB
5272,68,1,403,Sao Tome and Principe,STP
5272,68,3,341,Montenegro,MNG
5272,68,3,343,Macedonia,MAC
5272,68,1,811,Cambodia,CAM
5272,68,1,812,Laos,LAO
5272,68,3,349,Slovenia,SLV
5272,68,1,816,Viet Nam,DRV
5272,68,1,678,Yemen,YEM
5272,68,1,522,Djibouti,DJI
5272,68,1,670,Saudi Arabia,SAU
5272,68,1,712,Mongolia,MON
5272,68,1,710,China,CHN
5272,68,3,260,Germany,GMY
5272,68,1,420,Gambia,GAM
5272,68,3,986,Palau,PAL
5272,68,1,58,Antigua & Barbuda,AAB
5272,68,1,55,Grenada,GRN
5272,68,8,54,Dominica,DMA
5272,68,1,57,St. Vincent and the Grenadines,SVG
5272,68,1,56,St. Lucia,SLU
5272,68,1,51,Jamaica,JAM
5272,68,1,53,Barbados,BAR
5272,68,1,52,Trinidad and Tobago,TRI
5272,68,8,411,Equatorial Guinea,EQG
5272,68,1,531,Eritrea,ERI
5272,68,1,530,Ethiopia (new),ETH
5272,68,2,371,Armenia,ARM
5272,68,2,370,Belarus,BLR
5272,68,1,373,Azerbaijan,AZE
5272,68,2,372,Georgia,GRG
5272,68,3,375,Finland,FIN
5272,68,1,820,Malaysia,MAL
5272,68,3,290,Poland,POL
5272,68,1,591,Seychelles,SEY
5272,68,1,590,Mauritius,MAS
5272,68,2,704,Uzbekistan,UZB
5272,68,1,705,Kazakhstan,KZK
5272,68,3,310,Hungary,HUN
5272,68,3,317,Slovakia,SLO
5272,68,3,316,Czech Republic,CZR
5272,68,1,702,Tajikistan,TAJ
5272,68,1,703,Kyrgyzstan,KYR
5272,68,1,115,Suriname,SUR
5272,68,3,390,Denmark,DEN
5272,68,1,110,Guyana,GUY
5272,68,3,395,Iceland,ICE
5272,68,1,771,Bangladesh,BNG
5272,68,1,80,Belize,BLZ
5272,68,1,830,Singapore,SIN
5272,68,1,790,Nepal,NEP
5272,68,1,520,Somalia,SOM
5272,68,3,368,Lithuania,LIT
5272,68,3,369,Ukraine,UKR
5272,68,3,366,Estonia,EST
5272,68,3,367,Latvia,LAT
5272,68,2,365,Russian Federation,RUS
5272,68,1,910,Papua New Guinea,PNG
5272,68,3,360,Romania,ROM
5272,68,1,580,Madagascar,MAG
5272,68,8,581,Comoros,COM
5272,68,3,305,Austria,AUS
5272,68,3,380,Sweden,SWD
5272,68,3,920,New Zealand,NEW
5272,68,3,385,Norway,NOR
5272,68,1,95,Panama,PAN
5272,68,1,696,United Arab Emirates,UAE
5272,68,1,100,Colombia,COL
5272,68,1,101,Venezuela,VEN
5272,68,3,900,Australia,AUL
5272,68,1,780,Sri Lanka,SRI
5272,68,1,781,Maldives,MAD
5272,68,1,840,Philippines,PHI
5272,68,1,31,Bahamas,BHM
5272,68,1,955,Tonga,TON
5272,68,3,640,Turkey,TUR
5272,68,1,645,Iraq,IRQ
5272,68,1,438,Guinea,GUI
5272,68,1,439,Burkina Faso,BFO
5272,68,1,436,Niger,NIR
5272,68,1,437,Cote d'Ivoire,CDI
5272,68,1,434,Benin,BEN
5272,68,1,435,Mauritania,MAA
5272,68,1,432,Mali,MLI
5272,68,1,433,Senegal,SEN
5272,68,1,517,Rwanda,RWA
5272,68,1,516,Burundi,BUI
5272,68,1,620,Libya,LIB
5272,68,3,339,Albania,ALB
5272,68,3,338,Malta,MLT
5272,68,1,625,Sudan,SUD
5272,68,1,450,Liberia,LBR
5272,68,1,451,Sierra Leone,SIE
5272,68,1,452,Ghana,GHA
5272,68,1,570,Lesotho,LES
5272,68,3,331,San Marino,SNM
5272,68,1,60,St. Kitts and Nevis,SKN
5272,68,1,541,Mozambique,MZM
5272,68,1,850,Indonesia,INS
5272,68,1,970,Nauru,NAU
5272,68,1,540,Angola,ANG
5272,68,1,731,North Korea,PRK
5272,68,3,2,United States of America,USA
5272,68,1,652,Syria,SYR
5272,68,1,651,Egypt,EGY
5272,68,1,500,Uganda,UGA
5272,68,3,402,Cape Verde,CAP
5272,68,1,630,Iran,IRN
5272,68,1,510,Tanzania,TAZ
5272,68,1,750,India,IND
5272,68,1,560,South Africa,SAF
5272,68,1,700,Afghanistan,AFG
5272,68,1,461,Togo,TOG
5272,68,1,565,Namibia,NAM
5272,68,1,701,Turkmenistan,TKM
5272,68,3,987,"Micronesia, Federated States of",FSM
5272,68,1,91,Honduras,HON
5272,68,1,165,Uruguay,URU
5272,68,3,225,Switzerland,SWZ
5272,68,1,92,El Salvador,SAL
5272,68,3,223,Liechtenstein,LIE
5272,68,1,94,Costa Rica,COS
5272,68,3,221,Monaco,MNC
5272,68,3,220,France,FRN
5272,68,1,860,East Timor,ETM
5272,68,8,935,Vanuatu,VAN
5272,68,1,947,Tuvalu,TUV
5272,68,1,501,Kenya,KEN
5272,68,2,740,Japan,JPN
5272,68,1,150,Paraguay,PAR
5272,68,1,155,Chile,CHL
5272,68,1,600,Morocco,MOR
5272,68,1,551,Zambia,ZAM
5272,68,2,553,Malawi,MAW
5272,68,1,552,Zimbabwe,ZIM
5272,68,3,235,Portugal,POR
5272,68,3,230,Spain,SPN
5272,68,3,232,Andorra,AND
5272,68,1,990,Samoa,WSM
5272,68,1,950,Fiji,FIJ
5272,68,1,42,Dominican Republic,DOM
5272,68,1,40,Cuba,CUB
5272,68,8,41,Haiti,HAI
5272,68,3,325,Italy,ITA
5272,68,1,775,Myanmar,MYA
5272,68,3,200,United Kingdom,UKG
5272,68,8,145,Bolivia,BOL
5272,68,3,205,Ireland,IRE
5272,68,1,770,Pakistan,PAK
5272,68,1,140,Brazil,BRA
5272,68,1,475,Nigeria,NIG
5272,68,1,616,Tunisia,TUN
5272,68,1,615,Algeria,ALG
5272,68,1,70,Mexico,MEX
5272,68,1,484,Congo,CON
5272,68,8,483,Chad,CHA
5272,68,8,482,Central African Republic,CEN
5272,68,1,481,Gabon,GAB
5272,68,1,946,Kiribati,KIR
5272,68,2,732,South Korea,ROK
5272,68,1,835,Brunei Darussalam,BRU
5272,68,1,940,Solomon Islands,SOL
5272,68,3,355,Bulgaria,BUL
5272,68,1,471,Cameroon,CAO
5272,68,3,352,Cyprus,CYP
5272,68,3,350,Greece,GRC
5272,68,1,800,Thailand,THI
5272,68,1,572,Swaziland,SWA
5272,68,3,359,Moldova,MLD
5273,68,1,212,Luxembourg,LUX
5273,68,1,210,Netherlands,NTH
5273,68,1,211,Belgium,BEL
5273,68,1,983,Marshall Islands,MSI
5273,68,3,666,Israel,ISR
5273,68,1,760,Bhutan,BHU
5273,68,1,663,Jordan,JOR
5273,68,1,660,Lebanon,LEB
5273,68,1,130,Ecuador,ECU
5273,68,1,135,Peru,PER
5273,68,1,90,Guatemala,GUA
5273,68,1,571,Botswana,BOT
5273,68,1,490,Democratic Republic of the Congo,DRC
5273,68,1,93,Nicaragua,NIC
5273,68,8,626,South Sudan,SSD
5273,68,1,692,Bahrain,BAH
5273,68,1,690,Kuwait,KUW
5273,68,2,20,Canada,CAN
5273,68,1,694,Qatar,QAT
5273,68,1,160,Argentina,ARG
5273,68,1,698,Oman,OMA
5273,68,1,344,Croatia,CRO
5273,68,1,345,Serbia,YUG
5273,68,1,346,Bosnia and Herzegovina,BOS
5273,68,1,404,Guinea-Bissau,GNB
5273,68,1,403,Sao Tome and Principe,STP
5273,68,1,341,Montenegro,MNG
5273,68,1,343,Macedonia,MAC
5273,68,1,811,Cambodia,CAM
5273,68,1,812,Laos,LAO
5273,68,1,349,Slovenia,SLV
5273,68,1,816,Viet Nam,DRV
5273,68,1,678,Yemen,YEM
5273,68,1,522,Djibouti,DJI
5273,68,1,670,Saudi Arabia,SAU
5273,68,1,712,Mongolia,MON
5273,68,1,710,China,CHN
5273,68,1,260,Germany,GMY
5273,68,8,420,Gambia,GAM
5273,68,3,986,Palau,PAL
5273,68,1,58,Antigua & Barbuda,AAB
5273,68,1,55,Grenada,GRN
5273,68,8,54,Dominica,DMA
5273,68,1,57,St. Vincent and the Grenadines,SVG
5273,68,1,56,St. Lucia,SLU
5273,68,1,51,Jamaica,JAM
5273,68,1,53,Barbados,BAR
5273,68,1,52,Trinidad and Tobago,TRI
5273,68,8,411,Equatorial Guinea,EQG
5273,68,1,531,Eritrea,ERI
5273,68,2,530,Ethiopia (new),ETH
5273,68,8,371,Armenia,ARM
5273,68,1,370,Belarus,BLR
5273,68,1,373,Azerbaijan,AZE
5273,68,1,372,Georgia,GRG
5273,68,1,375,Finland,FIN
5273,68,1,820,Malaysia,MAL
5273,68,1,290,Poland,POL
5273,68,1,591,Seychelles,SEY
5273,68,1,590,Mauritius,MAS
5273,68,1,704,Uzbekistan,UZB
5273,68,1,705,Kazakhstan,KZK
5273,68,1,310,Hungary,HUN
5273,68,1,317,Slovakia,SLO
5273,68,1,316,Czech Republic,CZR
5273,68,1,702,Tajikistan,TAJ
5273,68,1,703,Kyrgyzstan,KYR
5273,68,1,115,Suriname,SUR
5273,68,1,390,Denmark,DEN
5273,68,8,110,Guyana,GUY
5273,68,1,395,Iceland,ICE
5273,68,1,771,Bangladesh,BNG
5273,68,1,80,Belize,BLZ
5273,68,1,830,Singapore,SIN
5273,68,1,790,Nepal,NEP
5273,68,1,520,Somalia,SOM
5273,68,1,368,Lithuania,LIT
5273,68,1,369,Ukraine,UKR
5273,68,1,366,Estonia,EST
5273,68,1,367,Latvia,LAT
5273,68,1,365,Russian Federation,RUS
5273,68,1,910,Papua New Guinea,PNG
5273,68,1,360,Romania,ROM
5273,68,1,580,Madagascar,MAG
5273,68,8,581,Comoros,COM
5273,68,1,305,Austria,AUS
5273,68,1,380,Sweden,SWD
5273,68,1,920,New Zealand,NEW
5273,68,1,385,Norway,NOR
5273,68,2,95,Panama,PAN
5273,68,1,696,United Arab Emirates,UAE
5273,68,1,100,Colombia,COL
5273,68,1,101,Venezuela,VEN
5273,68,2,900,Australia,AUL
5273,68,1,780,Sri Lanka,SRI
5273,68,1,781,Maldives,MAD
5273,68,1,840,Philippines,PHI
5273,68,1,31,Bahamas,BHM
5273,68,8,955,Tonga,TON
5273,68,1,640,Turkey,TUR
5273,68,1,645,Iraq,IRQ
5273,68,1,438,Guinea,GUI
5273,68,1,439,Burkina Faso,BFO
5273,68,1,436,Niger,NIR
5273,68,2,437,Cote d'Ivoire,CDI
5273,68,1,434,Benin,BEN
5273,68,1,435,Mauritania,MAA
5273,68,1,432,Mali,MLI
5273,68,1,433,Senegal,SEN
5273,68,8,517,Rwanda,RWA
5273,68,1,516,Burundi,BUI
5273,68,1,620,Libya,LIB
5273,68,1,339,Albania,ALB
5273,68,1,338,Malta,MLT
5273,68,1,625,Sudan,SUD
5273,68,1,450,Liberia,LBR
5273,68,1,451,Sierra Leone,SIE
5273,68,1,452,Ghana,GHA
5273,68,1,570,Lesotho,LES
5273,68,1,331,San Marino,SNM
5273,68,1,60,St. Kitts and Nevis,SKN
5273,68,1,541,Mozambique,MZM
5273,68,1,850,Indonesia,INS
5273,68,1,970,Nauru,NAU
5273,68,1,540,Angola,ANG
5273,68,1,731,North Korea,PRK
5273,68,3,2,United States of America,USA
5273,68,1,652,Syria,SYR
5273,68,1,651,Egypt,EGY
5273,68,1,500,Uganda,UGA
5273,68,3,402,Cape Verde,CAP
5273,68,1,630,Iran,IRN
5273,68,1,510,Tanzania,TAZ
5273,68,2,750,India,IND
5273,68,1,560,South Africa,SAF
5273,68,1,700,Afghanistan,AFG
5273,68,1,461,Togo,TOG
5273,68,1,565,Namibia,NAM
5273,68,1,701,Turkmenistan,TKM
5273,68,3,987,"Micronesia, Federated States of",FSM
5273,68,1,91,Honduras,HON
5273,68,1,165,Uruguay,URU
5273,68,1,225,Switzerland,SWZ
5273,68,1,92,El Salvador,SAL
5273,68,1,223,Liechtenstein,LIE
5273,68,1,94,Costa Rica,COS
5273,68,1,221,Monaco,MNC
5273,68,1,220,France,FRN
5273,68,1,860,East Timor,ETM
5273,68,8,935,Vanuatu,VAN
5273,68,1,947,Tuvalu,TUV
5273,68,1,501,Kenya,KEN
5273,68,1,740,Japan,JPN
5273,68,1,150,Paraguay,PAR
5273,68,1,155,Chile,CHL
5273,68,1,600,Morocco,MOR
5273,68,1,551,Zambia,ZAM
5273,68,1,553,Malawi,MAW
5273,68,1,552,Zimbabwe,ZIM
5273,68,1,235,Portugal,POR
5273,68,1,230,Spain,SPN
5273,68,1,232,Andorra,AND
5273,68,1,990,Samoa,WSM
5273,68,1,950,Fiji,FIJ
5273,68,1,42,Dominican Republic,DOM
5273,68,1,40,Cuba,CUB
5273,68,8,41,Haiti,HAI
5273,68,1,325,Italy,ITA
5273,68,1,775,Myanmar,MYA
5273,68,1,200,United Kingdom,UKG
5273,68,1,145,Bolivia,BOL
5273,68,1,205,Ireland,IRE
5273,68,1,770,Pakistan,PAK
5273,68,1,140,Brazil,BRA
5273,68,1,475,Nigeria,NIG
5273,68,1,616,Tunisia,TUN
5273,68,1,615,Algeria,ALG
5273,68,1,70,Mexico,MEX
5273,68,1,484,Congo,CON
5273,68,8,483,Chad,CHA
5273,68,8,482,Central African Republic,CEN
5273,68,1,481,Gabon,GAB
5273,68,1,946,Kiribati,KIR
5273,68,1,732,South Korea,ROK
5273,68,1,835,Brunei Darussalam,BRU
5273,68,1,940,Solomon Islands,SOL
5273,68,1,355,Bulgaria,BUL
5273,68,1,471,Cameroon,CAO
5273,68,1,352,Cyprus,CYP
5273,68,1,350,Greece,GRC
5273,68,1,800,Thailand,THI
5273,68,1,572,Swaziland,SWA
5273,68,1,359,Moldova,MLD
5274,68,1,212,Luxembourg,LUX
5274,68,1,210,Netherlands,NTH
5274,68,1,211,Belgium,BEL
5274,68,1,983,Marshall Islands,MSI
5274,68,1,666,Israel,ISR
5274,68,1,760,Bhutan,BHU
5274,68,1,663,Jordan,JOR
5274,68,1,660,Lebanon,LEB
5274,68,1,130,Ecuador,ECU
5274,68,1,135,Peru,PER
5274,68,1,90,Guatemala,GUA
5274,68,1,571,Botswana,BOT
5274,68,1,490,Democratic Republic of the Congo,DRC
5274,68,1,93,Nicaragua,NIC
5274,68,8,626,South Sudan,SSD
5274,68,1,692,Bahrain,BAH
5274,68,1,690,Kuwait,KUW
5274,68,1,20,Canada,CAN
5274,68,1,694,Qatar,QAT
5274,68,1,160,Argentina,ARG
5274,68,1,698,Oman,OMA
5274,68,1,344,Croatia,CRO
5274,68,1,345,Serbia,YUG
5274,68,1,346,Bosnia and Herzegovina,BOS
